Freq	Word	Lemma
1	благословитца	благословитися
5	благословишася	благословитися
1	благословишися	благословитися
1	благословишяся	благословитися
1	благословяса	благословитися
1	благословястася	благословитися
1	Благословясь	благословитися
3	благословясь	благословитися
1	БЛАГОСЛОВЯСЯ	благословитися
9	благословяся	благословитися
6	благословятся	благословитися
1	благославляет	благословляти
1	благославляетъ	благословляти
3	благославлял	благословляти
1	благославлялъ	благословляти
1	благославляти	благословляти
3	благославляю	благословляти
1	благославляющей	благословляти
1	благославяет	благословляти
1	благославял	благословляти
1	благославяти	благословляти
2	благословляа	благословляти
5	благословляем	благословляти
1	Благословляемъ	благословляти
5	благословляемъ	благословляти
1	Благословляет	благословляти
36	благословляет	благословляти
1	благословляете	благословляти
1	Благословляетъ	благословляти
57	благословляетъ	благословляти
2	благословляеть	благословляти
1	благословляеш	благословляти
1	благословляите	благословляти
1	благословляйте	благословляти
7	благословлял	благословляти
4	благословляли	благословляти
2	благословлялъ	благословляти
1	благословлят	благословляти
13	благословляти	благословляти
1	благословлятъ	благословляти
1	Благословлять	благословляти
2	благословлять	благословляти
1	благословляху	благословляти
1	благословляше	благословляти
3	Благословляю	благословляти
109	благословляю	благословляти
25	благословлѧю	благословляти
7	благословляют	благословляти
1	благословляюща	благословляти
3	благословляюще	благословляти
11	благословляя	благословляти
2	благословяа	благословляти
1	благословяем	благословляти
1	благословяемъ	благословляти
1	Благословяет	благословляти
1	благословяетъ	благословляти
1	благословяеши	благословляти
1	благословяй	благословляти
1	благословяти	благословляти
1	благословяху	благословляти
5	благословяю	благословляти
1	благословяюща	благословляти
1	благословяющая	благословляти
1	благословяя	благословляти
2	благословляетса	благословлятися
8	благословляется	благословлятися
3	благословляетца	благословлятися
1	благословлялися	благословлятися
3	благословлятися	благословлятися
1	благословляхуся	благословлятися
7	благословляются	благословлятися
1	благословляютца	благословлятися
1	благословляющеся	благословлятися
2	благословляяся	благословлятися
1	благословяетса	благословлятися
2	благословяетца	благословлятися
1	благословятися	благословлятися
1	благословяхуся	благословлятися
1	благосмыслящим	благосмыслити
1	благотворимо	благотворити
1	благотворишь	благотворити
1	благотворяху	благотворити
5	благотворящимъ	благотворити
1	благотворяхуся	благотворитися
1	благоувѣривше	благоувѣрити
5	благоугодивших	благоугодити
2	благоугодившихъ	благоугодити
1	благоугодити	благоугодити
1	благоугожаше	благоугождати
1	благоузнал	благоузнати
1	благоуха	благоухати
1	благохвалити	благохвалити
1	благохвалить	благохвалити
1	благоцветущ	благоцвѣсти
1	благоцветущій	благоцвѣсти
1	благоцветущими	благоцвѣсти
1	благоцвѣтущъ	благоцвѣсти
1	благоцвѣтущь	благоцвѣсти
1	благоцветяше	благоцвѣсти
1	благоцвѣтящи	благоцвѣсти
1	благочествовати	благочествовати
1	благочествоваше	благочествовати
1	благочествующая	благочествовати
1	благочествующе	благочествовати
1	благочествующихъ	благочествовати
3	блажа	блажити
1	блажатъ	блажити
1	блажать	блажити
4	блажаше	блажити
3	блажаще	блажити
1	блажащеи	блажити
1	блажащих	блажити
1	блажи	блажити
1	Блажим	блажити
1	блажимыхъ	блажити
5	блажит	блажити
7	блажити	блажити
1	блажить	блажити
1	Блажу	блажити
2	блазнено	блазнити
1	блазни	блазнити
2	блазнитъ	блазнити
2	блазнятъ	блазнити
2	блазняще	блазнити
3	блазнитеся	блазнитися
3	блазнишися	блазнитися
3	блазнятся	блазнитися
1	блазнятца	блазнитися
1	блазнящиися	блазнитися
3	блевати	блевати
1	блевать	блевати
1	блежчащихся	блежчатися
1	блекотать	блекотати
1	блескает	блескати
1	блескающе	блескати
1	блескнетъ	блеснути
2	блеснуша	блеснути
1	блеснется	блеснутися
2	блеснушася	блеснутися
1	блестится	блестѣтися
1	блещат	блещати
1	блещаше	блещати
1	блещаще	блещати
1	Блещит	блещати
1	блещайся	блещатися
2	блещася	блещатися
1	блещатися	блещатися
7	блещахуся	блещатися
1	блещашася	блещатися
1	блѣщашася	блещатися
5	блещашеся	блещатися
1	блещащагося	блещатися
3	блещащеся	блещатися
1	блещащимися	блещатися
3	блещащися	блещатися
1	блещащихся	блещатися
1	блещащияся	блещатися
2	блещащься	блещатися
1	ближает	ближати
1	ближат	ближати
2	ближают	ближати
1	ближають	ближати
1	ближаютца	ближатися
1	ближеют	ближети
1	ближяя	ближити
1	ближится	ближитися
1	блискаше	блискати
1	блистааху	блистати
1	блистает	блистати
1	блистаетъ	блистати
1	блистаста	блистати
5	блисташе	блистати
1	блистают	блистати
1	блистающа	блистати
2	блистающая	блистати
4	блистающе	блистати
3	блистающи	блистати
1	блистающими	блистати
1	блистающимь	блистати
1	блистающую	блистати
1	блистающю	блистати
1	блистаяши	блистати
1	блистаетца	блистатися
1	блисталася	блистатися
1	блистатися	блистатися
1	блистахуся	блистатися
1	блисташеся	блистатися
2	блистающагося	блистатися
2	блистающася	блистатися
3	блистающеся	блистатися
1	блистающиися	блистатися
1	блистающимися	блистатися
1	блистающияся	блистатися
3	блистаяся	блистатися
1	блоудячи	блудити
1	блудивше	блудити
1	блудивши	блудити
2	блудивъ	блудити
1	блудил	блудити
1	блудили	блудити
2	блудите	блудити
1	блудитъ	блудити
